Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,GP,Year,TrackTemp,AirTemp,TyreAge,LapTime_s
0 days 01:15:12.426000,COL,43,0 days 00:01:30.884000,11.0,1.0,,,0 days 00:00:18.397000,0 days 00:00:38.801000,0 days 00:00:33.686000,0 days 01:14:00.013000,0 days 01:14:38.814000,0 days 01:15:12.500000,283.0,297.0,206.0,305.0,False,MEDIUM,11.0,True,Alpine,0 days 01:13:41.542000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,11.0,90.884
0 days 01:16:43.889000,COL,43,0 days 00:01:31.463000,12.0,1.0,,,0 days 00:00:18.362000,0 days 00:00:39.219000,0 days 00:00:33.882000,0 days 01:15:30.862000,0 days 01:16:10.081000,0 days 01:16:43.963000,283.0,296.0,208.0,305.0,False,MEDIUM,12.0,True,Alpine,0 days 01:15:12.426000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,12.0,91.463
0 days 01:18:15.452000,COL,43,0 days 00:01:31.563000,13.0,1.0,,,0 days 00:00:18.450000,0 days 00:00:39.083000,0 days 00:00:34.030000,0 days 01:17:02.413000,0 days 01:17:41.496000,0 days 01:18:15.526000,282.0,297.0,207.0,305.0,False,MEDIUM,13.0,True,Alpine,0 days 01:16:43.889000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,13.0,91.563
0 days 01:19:46.651000,COL,43,0 days 00:01:31.199000,14.0,1.0,,,0 days 00:00:18.289000,0 days 00:00:39.253000,0 days 00:00:33.657000,0 days 01:18:33.815000,0 days 01:19:13.068000,0 days 01:19:46.725000,283.0,295.0,206.0,305.0,False,MEDIUM,14.0,True,Alpine,0 days 01:18:15.452000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,14.0,91.199
0 days 01:24:40.691000,COL,43,0 days 00:01:29.847000,17.0,2.0,,,0 days 00:00:18.062000,0 days 00:00:38.576000,0 days 00:00:33.209000,0 days 01:23:28.980000,0 days 01:24:07.556000,0 days 01:24:40.765000,284.0,292.0,212.0,300.0,True,HARD,2.0,True,Alpine,0 days 01:23:10.844000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,2.0,89.847
0 days 01:26:10.514000,COL,43,0 days 00:01:29.823000,18.0,2.0,,,0 days 00:00:18.096000,0 days 00:00:38.638000,0 days 00:00:33.089000,0 days 01:24:58.861000,0 days 01:25:37.499000,0 days 01:26:10.588000,282.0,292.0,212.0,299.0,True,HARD,3.0,True,Alpine,0 days 01:24:40.691000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,3.0,89.823
0 days 01:27:40.226000,COL,43,0 days 00:01:29.712000,19.0,2.0,,,0 days 00:00:17.885000,0 days 00:00:38.567000,0 days 00:00:33.260000,0 days 01:26:28.473000,0 days 01:27:07.040000,0 days 01:27:40.300000,284.0,294.0,210.0,300.0,True,HARD,4.0,True,Alpine,0 days 01:26:10.514000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,4.0,89.712
0 days 01:29:09.925000,COL,43,0 days 00:01:29.699000,20.0,2.0,,,0 days 00:00:18.091000,0 days 00:00:38.653000,0 days 00:00:32.955000,0 days 01:27:58.391000,0 days 01:28:37.044000,0 days 01:29:09.999000,283.0,293.0,211.0,301.0,True,HARD,5.0,True,Alpine,0 days 01:27:40.226000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,5.0,89.699
0 days 01:30:39.355000,COL,43,0 days 00:01:29.430000,21.0,2.0,,,0 days 00:00:17.992000,0 days 00:00:38.547000,0 days 00:00:32.891000,0 days 01:29:27.991000,0 days 01:30:06.538000,0 days 01:30:39.429000,285.0,295.0,210.0,302.0,True,HARD,6.0,True,Alpine,0 days 01:29:09.925000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,6.0,89.43
0 days 01:32:08.983000,COL,43,0 days 00:01:29.628000,22.0,2.0,,,0 days 00:00:18.042000,0 days 00:00:38.600000,0 days 00:00:32.986000,0 days 01:30:57.471000,0 days 01:31:36.071000,0 days 01:32:09.057000,285.0,295.0,211.0,303.0,False,HARD,7.0,True,Alpine,0 days 01:30:39.355000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,7.0,89.628
0 days 01:33:38.700000,COL,43,0 days 00:01:29.717000,23.0,2.0,,,0 days 00:00:18.093000,0 days 00:00:38.535000,0 days 00:00:33.089000,0 days 01:32:27.150000,0 days 01:33:05.685000,0 days 01:33:38.774000,282.0,295.0,211.0,303.0,False,HARD,8.0,True,Alpine,0 days 01:32:08.983000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,8.0,89.717
0 days 01:35:08.552000,COL,43,0 days 00:01:29.852000,24.0,2.0,,,0 days 00:00:18.068000,0 days 00:00:38.717000,0 days 00:00:33.067000,0 days 01:33:56.842000,0 days 01:34:35.559000,0 days 01:35:08.626000,285.0,293.0,210.0,302.0,False,HARD,9.0,True,Alpine,0 days 01:33:38.700000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,9.0,89.852
0 days 01:36:38.690000,COL,43,0 days 00:01:30.138000,25.0,2.0,,,0 days 00:00:18.325000,0 days 00:00:38.871000,0 days 00:00:32.942000,0 days 01:35:26.951000,0 days 01:36:05.822000,0 days 01:36:38.764000,283.0,295.0,211.0,302.0,False,HARD,10.0,True,Alpine,0 days 01:35:08.552000,,1,19.0,True,TRACK LIMITS AT TURN 1 LAP 25 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,10.0,90.138
0 days 01:38:08.342000,COL,43,0 days 00:01:29.652000,26.0,2.0,,,0 days 00:00:18.051000,0 days 00:00:38.705000,0 days 00:00:32.896000,0 days 01:36:56.815000,0 days 01:37:35.520000,0 days 01:38:08.416000,284.0,294.0,209.0,302.0,False,HARD,11.0,True,Alpine,0 days 01:36:38.690000,,1,19.0,True,TRACK LIMITS AT TURN 1 LAP 26 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,11.0,89.652
0 days 01:39:37.885000,COL,43,0 days 00:01:29.543000,27.0,2.0,,,0 days 00:00:18,0 days 00:00:38.689000,0 days 00:00:32.854000,0 days 01:38:26.416000,0 days 01:39:05.105000,0 days 01:39:37.959000,284.0,293.0,212.0,302.0,False,HARD,12.0,True,Alpine,0 days 01:38:08.342000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,12.0,89.543
0 days 01:41:07.724000,COL,43,0 days 00:01:29.839000,28.0,2.0,,,0 days 00:00:18.002000,0 days 00:00:38.621000,0 days 00:00:33.216000,0 days 01:39:55.961000,0 days 01:40:34.582000,0 days 01:41:07.798000,283.0,294.0,208.0,303.0,False,HARD,13.0,True,Alpine,0 days 01:39:37.885000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,13.0,89.839
0 days 01:42:37.639000,COL,43,0 days 00:01:29.915000,29.0,2.0,,,0 days 00:00:18.061000,0 days 00:00:38.773000,0 days 00:00:33.081000,0 days 01:41:25.859000,0 days 01:42:04.632000,0 days 01:42:37.713000,284.0,292.0,209.0,302.0,False,HARD,14.0,True,Alpine,0 days 01:41:07.724000,,1,19.0,True,TRACK LIMITS AT TURN 1 LAP 29 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,14.0,89.915
0 days 01:44:07.313000,COL,43,0 days 00:01:29.674000,30.0,2.0,,,0 days 00:00:17.991000,0 days 00:00:38.622000,0 days 00:00:33.061000,0 days 01:42:55.704000,0 days 01:43:34.326000,0 days 01:44:07.387000,285.0,295.0,211.0,303.0,False,HARD,15.0,True,Alpine,0 days 01:42:37.639000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,15.0,89.674
0 days 01:45:37.162000,COL,43,0 days 00:01:29.849000,31.0,2.0,,,0 days 00:00:18.098000,0 days 00:00:38.705000,0 days 00:00:33.046000,0 days 01:44:25.485000,0 days 01:45:04.190000,0 days 01:45:37.236000,283.0,294.0,209.0,303.0,False,HARD,16.0,True,Alpine,0 days 01:44:07.313000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,16.0,89.849
0 days 01:47:07.003000,COL,43,0 days 00:01:29.841000,32.0,2.0,,,0 days 00:00:18.065000,0 days 00:00:38.685000,0 days 00:00:33.091000,0 days 01:45:55.301000,0 days 01:46:33.986000,0 days 01:47:07.077000,284.0,292.0,209.0,303.0,False,HARD,17.0,True,Alpine,0 days 01:45:37.162000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,17.0,89.841
0 days 01:48:37.056000,COL,43,0 days 00:01:30.053000,33.0,2.0,,,0 days 00:00:18.068000,0 days 00:00:38.887000,0 days 00:00:33.098000,0 days 01:47:25.145000,0 days 01:48:04.032000,0 days 01:48:37.130000,285.0,295.0,209.0,303.0,False,HARD,18.0,True,Alpine,0 days 01:47:07.003000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,18.0,90.053
0 days 01:50:07.126000,COL,43,0 days 00:01:30.070000,34.0,2.0,,,0 days 00:00:18.137000,0 days 00:00:38.805000,0 days 00:00:33.128000,0 days 01:48:55.267000,0 days 01:49:34.072000,0 days 01:50:07.200000,286.0,293.0,208.0,304.0,False,HARD,19.0,True,Alpine,0 days 01:48:37.056000,,1,15.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,19.0,90.07
0 days 01:51:37.756000,COL,43,0 days 00:01:30.630000,35.0,2.0,,,0 days 00:00:18.122000,0 days 00:00:38.897000,0 days 00:00:33.611000,0 days 01:50:25.322000,0 days 01:51:04.219000,0 days 01:51:37.830000,285.0,311.0,210.0,297.0,False,HARD,20.0,True,Alpine,0 days 01:50:07.126000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,20.0,90.63
0 days 01:53:07.989000,COL,43,0 days 00:01:30.233000,36.0,2.0,,,0 days 00:00:18.062000,0 days 00:00:38.839000,0 days 00:00:33.332000,0 days 01:51:55.892000,0 days 01:52:34.731000,0 days 01:53:08.063000,288.0,293.0,210.0,305.0,False,HARD,21.0,True,Alpine,0 days 01:51:37.756000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,21.0,90.233
0 days 01:54:38.851000,COL,43,0 days 00:01:30.862000,37.0,2.0,,,0 days 00:00:17.990000,0 days 00:00:38.798000,0 days 00:00:34.074000,0 days 01:53:26.053000,0 days 01:54:04.851000,0 days 01:54:38.925000,287.0,307.0,209.0,303.0,False,HARD,22.0,True,Alpine,0 days 01:53:07.989000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,22.0,90.862
0 days 01:56:09.591000,COL,43,0 days 00:01:30.740000,38.0,2.0,,,0 days 00:00:18.181000,0 days 00:00:39.078000,0 days 00:00:33.481000,0 days 01:54:57.106000,0 days 01:55:36.184000,0 days 01:56:09.665000,287.0,292.0,209.0,304.0,False,HARD,23.0,True,Alpine,0 days 01:54:38.851000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,23.0,90.74
0 days 01:57:42.187000,COL,43,0 days 00:01:32.596000,39.0,2.0,,,0 days 00:00:18.123000,0 days 00:00:39.274000,0 days 00:00:35.199000,0 days 01:56:27.788000,0 days 01:57:07.062000,0 days 01:57:42.261000,288.0,284.0,210.0,306.0,False,HARD,24.0,True,Alpine,0 days 01:56:09.591000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,24.0,92.596
0 days 02:02:33.172000,COL,43,0 days 00:01:27.710000,42.0,3.0,,,0 days 00:00:17.697000,0 days 00:00:37.973000,0 days 00:00:32.040000,0 days 02:01:23.233000,0 days 02:02:01.206000,0 days 02:02:33.246000,290.0,293.0,212.0,301.0,True,MEDIUM,2.0,True,Alpine,0 days 02:01:05.462000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,2.0,87.71
0 days 02:04:01.247000,COL,43,0 days 00:01:28.075000,43.0,3.0,,,0 days 00:00:17.832000,0 days 00:00:38.130000,0 days 00:00:32.113000,0 days 02:02:51.078000,0 days 02:03:29.208000,0 days 02:04:01.321000,288.0,289.0,212.0,301.0,False,MEDIUM,3.0,True,Alpine,0 days 02:02:33.172000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,3.0,88.075
0 days 02:05:29.696000,COL,43,0 days 00:01:28.449000,44.0,3.0,,,0 days 00:00:17.788000,0 days 00:00:38.332000,0 days 00:00:32.329000,0 days 02:04:19.109000,0 days 02:04:57.441000,0 days 02:05:29.770000,286.0,290.0,212.0,302.0,False,MEDIUM,4.0,True,Alpine,0 days 02:04:01.247000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,4.0,88.449
0 days 02:06:58.160000,COL,43,0 days 00:01:28.464000,45.0,3.0,,,0 days 00:00:17.759000,0 days 00:00:38.236000,0 days 00:00:32.469000,0 days 02:05:47.529000,0 days 02:06:25.765000,0 days 02:06:58.234000,289.0,291.0,213.0,303.0,False,MEDIUM,5.0,True,Alpine,0 days 02:05:29.696000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,5.0,88.464
0 days 02:08:26.467000,COL,43,0 days 00:01:28.307000,46.0,3.0,,,0 days 00:00:17.880000,0 days 00:00:38.255000,0 days 00:00:32.172000,0 days 02:07:16.114000,0 days 02:07:54.369000,0 days 02:08:26.541000,288.0,291.0,214.0,303.0,False,MEDIUM,6.0,True,Alpine,0 days 02:06:58.160000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,6.0,88.307
0 days 02:09:54.570000,COL,43,0 days 00:01:28.103000,47.0,3.0,,,0 days 00:00:17.669000,0 days 00:00:38.206000,0 days 00:00:32.228000,0 days 02:08:44.210000,0 days 02:09:22.416000,0 days 02:09:54.644000,289.0,292.0,214.0,304.0,False,MEDIUM,7.0,True,Alpine,0 days 02:08:26.467000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,7.0,88.103
0 days 02:11:22.592000,COL,43,0 days 00:01:28.022000,48.0,3.0,,,0 days 00:00:17.686000,0 days 00:00:38.184000,0 days 00:00:32.152000,0 days 02:10:12.330000,0 days 02:10:50.514000,0 days 02:11:22.666000,288.0,293.0,215.0,303.0,False,MEDIUM,8.0,True,Alpine,0 days 02:09:54.570000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,8.0,88.022
0 days 02:12:50.975000,COL,43,0 days 00:01:28.383000,49.0,3.0,,,0 days 00:00:17.700000,0 days 00:00:38.350000,0 days 00:00:32.333000,0 days 02:11:40.366000,0 days 02:12:18.716000,0 days 02:12:51.049000,288.0,291.0,214.0,303.0,False,MEDIUM,9.0,True,Alpine,0 days 02:11:22.592000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,9.0,88.383
0 days 02:14:19.469000,COL,43,0 days 00:01:28.494000,50.0,3.0,,,0 days 00:00:17.761000,0 days 00:00:38.362000,0 days 00:00:32.371000,0 days 02:13:08.810000,0 days 02:13:47.172000,0 days 02:14:19.543000,288.0,291.0,213.0,303.0,False,MEDIUM,10.0,True,Alpine,0 days 02:12:50.975000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,10.0,88.494
0 days 02:15:48,COL,43,0 days 00:01:28.531000,51.0,3.0,,,0 days 00:00:17.775000,0 days 00:00:38.385000,0 days 00:00:32.371000,0 days 02:14:37.318000,0 days 02:15:15.703000,0 days 02:15:48.074000,289.0,291.0,214.0,303.0,False,MEDIUM,11.0,True,Alpine,0 days 02:14:19.469000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,11.0,88.531
0 days 02:17:16.579000,COL,43,0 days 00:01:28.579000,52.0,3.0,,,0 days 00:00:17.750000,0 days 00:00:38.302000,0 days 00:00:32.527000,0 days 02:16:05.824000,0 days 02:16:44.126000,0 days 02:17:16.653000,288.0,294.0,212.0,302.0,False,MEDIUM,12.0,True,Alpine,0 days 02:15:48,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,12.0,88.579
0 days 02:18:45.302000,COL,43,0 days 00:01:28.723000,53.0,3.0,,,0 days 00:00:17.776000,0 days 00:00:38.507000,0 days 00:00:32.440000,0 days 02:17:34.429000,0 days 02:18:12.936000,0 days 02:18:45.376000,289.0,293.0,212.0,303.0,False,MEDIUM,13.0,True,Alpine,0 days 02:17:16.579000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,13.0,88.723
0 days 02:20:13.982000,COL,43,0 days 00:01:28.680000,54.0,3.0,,,0 days 00:00:17.875000,0 days 00:00:38.411000,0 days 00:00:32.394000,0 days 02:19:03.251000,0 days 02:19:41.662000,0 days 02:20:14.056000,288.0,294.0,213.0,303.0,False,MEDIUM,14.0,True,Alpine,0 days 02:18:45.302000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,14.0,88.68
